,Title,Subtitle,Composer,Orig. composer,Source,Document,Volume,Date,Page,Editor,Encoder,Arranger,Intabulator,Contributor,Concordances,Piece,Section,Type,Key,Difficulty,Ensemble,Part,Remarks,Recording,Facsimile,Fronimo,PDF,Midi,Created,Modified,song_text,text_length
1317,O sweet woods!,,John Dowland,,John Dowland,Second book of ayres,,1600,#10,Sarge Gerbode,Sarge Gerbode,,,,,O sweet woods!,,lute song,Dm,3.0,"8-course, soprano",score,,,,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/10_o_sweet_woods/o_sweet_woods.ft3,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/10_o_sweet_woods/pdf/o_sweet_woods.pdf,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/10_o_sweet_woods/midi/o_sweet_woods.mid,1573937415,1586042067,"o sweetwoods! the delight of solitariness, o how much do i love thy from fame's desire, from love's delight retired, solitariness! experience, which repentance only brings, you men that give false worship unto love, you woods, in you the fairest nymphs have walked, in these sad groves an hermit's life i led; and those false doth bid me now my heart from love esstrange. love is disand seek that which you never shall obtain, the endless nymphs at whose sight all hearts did yield to love. you woods, in pleasures which i once admir'd, with sad remembrance of my dain'd when it doth look at kings; and love, lowplaced, base and work of sisyphus you prove, whose end is this: to know you whom dear lovers oft have talk'd, how do you now a place, a fall, my fall i dread. to birds, to trees, to earth impart i apt, and apt to change. therepow'r doth take from him his liberstrive, you strive in vain. hope and desire, which now your idols place of mourning prove? wan-stead, my mistress saith this is the this, for she less secret and as senseless is. ty; her want of worth makes him in cradle die. be, you needs must lose and feel despair with me. doom: thou art love's childbed, nursery and tomb.",1197
1321,If floods of tears,,John Dowland,,John Dowland,Second book of ayres,,1600,#11,Sarge Gerbode,Sarge Gerbode,,,,,If floods of tears,,lute song,Am,3.0,"8-course, soprano",score,,,,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/11_if_floods_of_tears/if_floods_of_tears.ft3,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/11_if_floods_of_tears/pdf/if_floods_of_tears.pdf,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/11_if_floods_of_tears/midi/if_floods_of_tears.mid,1573937415,1586042067,"if floods of tears could cleanse my follies past, and smokes of sighs might sacrifice for sin; if groaning cries might salvemy fault at last, or endless moan for error pardon win, then would i cry, weep, sigh, and ever fore: that favours, hopes, and words can blind no more. i see my hopes must wither in their bud; i see my favours are no lasting flow'rs; i see that words will breedno better goodthan loss of time, and lightening but at hours. thus when i see, then thus i say there-",485
1323,Fine knacks for ladies,,John Dowland,,John Dowland,Second book of ayres,,1600,#12,Sarge Gerbode,Sarge Gerbode,,,,,Fine knacks for ladies,,lute song,CM,5.0,"7-course, alto",score,,,,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/12_fine_knacks_for_ladies/CM/12_fine_knacks_for_ladies_C.ft3,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/12_fine_knacks_for_ladies/CM/pdf/12_fine_knacks_for_ladies_C.pdf,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/12_fine_knacks_for_ladies/CM/midi/12_fine_knacks_for_ladies_C.mid,1573937415,1586042067,"fine knacks for ladies, cheap, choice, brave and new! good pennyworths! but money cannot move. i keep a fair but for the fair to view; a beggar may be liberal of love. though all my wares be trash, the heart is true, the heart is true, the heart is true. great gifts are guiles and look for gifts again; my trifles come as treasures from my mind. it is a precious jewel to be plain; sometimes in shell the orient's pearl we find. of others take a sheaf, of me a grain, of me a grain, of me a grain. within this pack, pins, points, laces and gloves, and divers toys fitting a country fair. but in my heart, where duty serves and loves, turtles and twins, court's brood, a heavenly pair. happy the heart that thinks of no removes, of no removes, of no removes.",758
1328,"Now cease, my wandering eyes",,John Dowland,,John Dowland,Second book of ayres,,1600,#13,Sarge Gerbode,Sarge Gerbode,,,,,"Now cease, my wandering eyes",,lute song,FM,3.0,"7-course, soprano",score,,,,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/13_now_cease_my_wandering_eyes/now_cease_my_wandering_eyes.ft3,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/13_now_cease_my_wandering_eyes/pdf/now_cease_my_wandering_eyes.pdf,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/13_now_cease_my_wandering_eyes/midi/now_cease_my_wandering_eyes.mid,1573937415,1586042067,"beauties to admire. in change least comfort lies; long joys yield long desire. one faith, one love makes our frail pleait united cannot remove. distracted sprites because our hearts stand fixed although our eyes do move. nowcease, my wand'ring eyes, strange love, two loves must be denied. one soul, one love, by faith and merties, yet in us one should be, one steadfast love, one man hath but one soul which art cannot divide. if all one soul must heav'n; but she hath giv'n one heart that, though we see ten thousand beauare still with sorrow declining unto deep annoys. nature two eyes hath giv'n, all beauty to impart as well in earth as sures eternal, and in sweetness prove new hopes, new joys are ever changing and hapless in their delights.",748
1330,"Come, ye heavy states of night",,John Dowland,,John Dowland,Second book of ayres,,1600,#14,Sarge Gerbode,Sarge Gerbode,,,,,"Come, ye heavy states of night",,lute song,Gm,3.0,"6-course, soprano",score,,,,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/14_come_ye_heavy_shades/come_ye_heavy_shades.ft3,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/14_come_ye_heavy_shades/pdf/come_ye_heavy_shades.pdf,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/14_come_ye_heavy_shades/midi/come_ye_heavy_shades.mid,1573937415,1586042067,"come, ye heavy states of night, do my father's spirit right. soundings baleful let me borrow, burthening my song with sorrow. come, sorrow, come; her eyes that sings by thee are turned into springs. come, you virgins of the night, that in dirges sad delight, choir my anthems. i do borrow gold, nor pearl, but sounds of sorrow.",327
1332,White as lilies was her face,,John Dowland,,John Dowland,Second book of ayres,,1600,#15,Sarge Gerbode,Sarge Gerbode,,,,,White as lilies was her face,,lute song,Gm,3.0,"6-course, soprano",score,,,,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/15_white_as_lilies_was_her_face/white_as_lilies.ft3,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/15_white_as_lilies_was_her_face/pdf/white_as_lilies.pdf,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/15_white_as_lilies_was_her_face/midi/white_as_lilies.mid,1573937415,1586042067,"white as lilies was her face, for my heart, though set at naught, by surmises and disguises, yet she left me overthrown, i will never change my thoughts,but or that wanton looking women, ruthless bent to hath infected. when i swore my heart her own, when she smiled she beguiled, quickly choosed, shortly losed, yet she could not be procur'd, virtue, service thus neglected, out alas their looks first won us, from her scant neglect proceeding. vows and oaths and faith assured, she disdained, i complained, since you will it, spoil and kill it! to destroy a faithful heart, careless of my bitter grieving, grieve that beauty e'er was born, and should reward their straight undone us. oh that love should have the art, constant ever, changing never, quitting faith with foul disgrace, for their pride is to remove, to believe my pains exceeding, heart with sorrow and their pride hath one forlorn. -",899
1334,Woeful heart,,John Dowland,,John Dowland,Second book of ayres,,1600,#16,Sarge Gerbode,Sarge Gerbode,,,,,Woeful heart,,lute song,Gm,3.0,"8-course, soprano",score,,,,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/16_woeful_heart/woeful_heart.ft3,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/16_woeful_heart/pdf/woeful_heart.pdf,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/16_woeful_heart/midi/woeful_heart.mid,1573937415,1586042067,"woeful heart with grief oppressed, since my fortunes most distressed from my joys hath me removed,ing. follow those sweet eyes adored, those sweet eyes wherein are stored all my pleasures best be loved. fly my breast, leave me forsaken, wherein grief his seat hath taken, all his arrows through me dartthou mayst live by her sun shining, i shall suffer no more pining by her loss than by her parting.",400
1336,A shepherd in a shade,,John Dowland,,John Dowland,Second book of ayres,,1600,#17,Sarge Gerbode,Sarge Gerbode,,,,,A shepherd in a shade,,lute song,Gm,3.0,"8-course, alto",score,,,,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/17_a_shepherd_in_a_shade/a_shepherd_in_a_shade.ft3,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/17_a_shepherd_in_a_shade/pdf/a_shepherd_in_a_shade.pdf,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/17_a_shepherd_in_a_shade/midi/a_shepherd_in_a_shade.mid,1573937415,1586042067,"a shepherd in a shade his plaining made, of love and lovers' wrong, unto the fairest lass that trod on grass, and thus began his lie in your sweet mind and memory, love; it is a foolish thing. since love and fortune will, i honour still your fair and lovely eye. what conquest will it be, sweet nymph, for thee, if i for sorrestore, restore my heart alest that, enforc'd by your disdain, i my heart where have you laid, o cruel maid, to kill when you might save, why have you cast it forth as nothing worth, without a tomb gain, which love by thy sweet looks hath slain, lest i resound on ev'rywarbling",602
1338,Faction that ever dwells,,John Dowland,,John Dowland,Second book of ayres,,1600,#18,Sarge Gerbode,Sarge Gerbode,,,,,Faction that ever dwells,,lute song,GM,3.0,"6-course, alto",score,,,,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/18_faction_that_ever_dwells/faction_that_ever_dwells.ft3,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/18_faction_that_ever_dwells/pdf/faction_that_ever_dwells.pdf,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/18_faction_that_ever_dwells/midi/faction_that_ever_dwells.mid,1573937415,1586042067,"faction that ever dwells, in court where wits excels, hath let defiance. fortune and love hath sworne that they were never born of one alliance. fortune swears, weakest hearts the book of cuid's arts turn with her wheel. senses themselves shall prove venture her place in love ask them that feel. this discord it beget atheist that honour not nature thought good, fortune should ever dwell in court where wits excel love keep the wood. so to the wood went i with love to live and die fortune forlorn, experience of my youth made me think humble truth in desert born. my saint is dear to me, and joan herself is she, joan fair and true, joan that doth ever move passions of love with love. fortune, adieu! -",706
1340,Shall I sue?,,John Dowland,,John Dowland,Second book of ayres,,1600,#19,Sarge Gerbode,Sarge Gerbode,,,,,Shall I sue?,,lute song,Gm,3.0,"8-course, soprano",score,,,,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/19_shall_i_sue/shall_I_sue.ft3,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/19_shall_i_sue/pdf/shall_I_sue.pdf,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/19_shall_i_sue/midi/shall_I_sue.mid,1573937415,1586042067,"silly wretch, forsake these dreams of a vain desire; shall i strive to a heav'nly grace with an earthly love? shall i think that a bleeding heart or a wounded eye, silly heart, then yield to die; perish in despair. cruel and but just is she in my just disgrace. pity is but a poor defense for a dying heart; o bethink what high regard holy hopes do require. favour is as fair as things are: treasure is not bought; or a sigh can ascend the clouds to attain so high? witness yet how fain i die, when i die for the fair. justice gives each man his own. though my love be just, yet will not she pity my grief, therefore die i must. she is too worthy far for a worth so base; favour is not won with words nor the wish of a thought.",727
1342,Toss not my soul,,John Dowland,,John Dowland,Second book of ayres,,1600,#20,Sarge Gerbode,Sarge Gerbode,,,,,Toss not my soul,,lute song,Gm,3.0,"7-course, soprano",score,,,,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/20_toss_not_my_soul/toss_not_my_soul.ft3,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/20_toss_not_my_soul/pdf/toss_not_my_soul.pdf,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/20_toss_not_my_soul/midi/toss_not_my_soul.mid,1573937415,1586042067,"toss not my soul, o love, twixt hope and fear; show me some ground where to thy darkest cell. each hath full rest: the one in joys enroll'd; th'other, in that he fears no more, is well termost is known, the take me, assurance, to thy blissful i may firmly stand or surely fall; i care not which appear, so one will close me in a certain band. when once of ill the utstrength of sorrow quite is overthrown.",405
1344,Clear or cloudy,,John Dowland,,John Dowland,Second book of ayres,,1600,#21,Sarge Gerbode,Sarge Gerbode,,,,,Clear or cloudy,,lute song,GM,3.0,"8-course, soprano",score,,,,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/21_clear_or_cloudy/clear_or_cloudy.ft3,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/21_clear_or_cloudy/pdf/clear_or_cloudy.pdf,https://lutemusic.org/sources/DowlandJ/2nd_book_of_ayres/21_clear_or_cloudy/midi/clear_or_cloudy.mid,1573937415,1586042067,"clear or cloudy, sweet as april show'ring, smooth or frowning, so is her face to me. pleas'd or smiling like mild may all flow'ring, when skies blue silk and meadows carpets be, her speeches notes of that night bird that singgently thund'ring, she lightning to mine eyes. her to mine eyes. her grace like june, when earth and trees be trimed, in best attire of complete beauty's height. her love again like summer's days bedimed with little clouds of doubtful constant faith. her on your herbs and flowers that truly serve, and let your weeds lack dew, and duly starve. rain duly starve. sweet summer spring that breatheth life and growing, into weeds as into herbs and flow'rs, and sees of service divers sorts in sowing, some haply seeming, and some being yours; rain eth, who thought all sweet yet jarring notes outringeth. her notes outringeth.",848
